Jour;Catégorie client;Puissance moyenne journalière (W)
2022-09-18;Puissance moyenne journalière de la consommation télérelevée HTA (W);8266929815.0
2022-09-18;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);1833036327.0
2022-09-18;Puissance moyenne journalière de la production cogénération totale (W);55563176.0
2022-10-06;Puissance moyenne journalière de la production cogénération totale (W);223615783.0
2022-10-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4351200.0
2022-10-08;Puissance moyenne journalière de la production cogénération profilée (W);24997.0
2022-10-17;Puissance moyenne journalière de la production profilée totale (W);340603568.0
2022-10-23;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1435804331.0
2022-10-23;Puissance moyenne journalière de la production autres totale (W);1239707981.0
2022-10-23;Puissance moyenne journalière de la production cogénération profilée (W);13558.0
2022-10-27;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4748707.0
2022-11-04;Puissance moyenne journalière de la consommation totale (W);35821108302.0
2022-11-04;Puissance moyenne journalière de la production télérelevée totale (W);8688199500.0
2022-11-07;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);168995688.0
2022-11-11;Puissance moyenne journalière de la consommation totale (W);33149638673.0
2022-11-11;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);15645387518.0
2022-11-11;Puissance moyenne journalière de la production autres profilée (W);1717869.0
2022-11-15;Puissance moyenne journalière de la consommation télérelevée HTA (W);12974849576.0
2022-11-15;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);5542240.0
2022-11-15;Puissance moyenne journalière de la production télérelevée totale (W);9912843634.0
2022-11-15;Puissance moyenne journalière de la production autres profilée (W);1724686.0
2022-11-24;Puissance moyenne journalière de la consommation totale HTA (W);13588024765.0
2022-11-24;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);230330209.0
2022-11-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);18665434398.0
2022-11-24;Puissance moyenne journalière de la production profilée totale (W);257952971.0
2022-12-11;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2995639033.0
2022-12-11;Puissance moyenne journalière de la production hydraulique profilée (W);4732530.0
2022-12-27;Puissance moyenne journalière de la production hydraulique profilée (W);4266404.0
2022-12-29;Puissance moyenne journalière de la consommation totale (W);39986126648.0
2022-12-29;Puissance moyenne journalière de la consommation télérelevée HTA (W);9712876691.0
2022-12-29;Puissance moyenne journalière de la production totale (W);12769659322.0
2023-01-10;Puissance moyenne journalière de la consommation profilée HTA (W);6359575.0
2023-01-10;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5498739445.0
2023-01-10;Puissance moyenne journalière de la production hydraulique profilée (W);1543203.0
2023-01-20;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);6805959759.0
2023-02-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);5292400.0
2023-02-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);347619406.0
2023-02-01;Puissance moyenne journalière de la production cogénération profilée (W);333460.0
2023-02-01;Puissance moyenne journalière de la production hydraulique profilée (W);1532230.0
2023-02-10;Puissance moyenne journalière de la consommation profilée HTA (W);7453613.0
2023-02-10;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5953848198.0
2023-02-10;Puissance moyenne journalière de la production télérelevée totale (W);5796048585.0
2023-02-10;Puissance moyenne journalière de la production cogénération totale (W);1713878808.0
2023-04-15;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);21404215.0
2023-04-17;Puissance moyenne journalière de la production autres totale (W);1515912437.0
2023-04-24;Puissance moyenne journalière de la production profilée totale (W);316818784.0
2023-05-20;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1997104.0
2023-05-22;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);150306195.0
2023-05-22;Puissance moyenne journalière de la production profilée totale (W);385856605.0
2023-05-22;Puissance moyenne journalière de la production autres profilée (W);1495389.0
2023-05-26;Puissance moyenne journalière de la production cogénération totale (W);54171401.0
2023-06-03;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1847729.0
2023-06-03;Puissance moyenne journalière de la production cogénération profilée (W);21203.0
2023-06-03;Puissance moyenne journalière de la production hydraulique profilée (W);1032506.0
2023-06-03;Puissance moyenne journalière de la production autres profilée (W);1410185.0
2023-06-19;Puissance moyenne journalière de la consommation télérelevée HTA (W);12676723310.0
2023-06-19;Puissance moyenne journalière de la consommation profilée HTA (W);3867357.0
2023-06-19;Puissance moyenne journalière de la production cogénération profilée (W);17302.0
2023-06-19;Puissance moyenne journalière de la production autres profilée (W);1404961.0
2023-06-20;Puissance moyenne journalière de la consommation totale (W);32326095065.0
2023-06-20;Puissance moyenne journalière de la consommation profilée HTA (W);4053397.0
2023-06-21;Puissance moyenne journalière de la consommation profilée HTA (W);4108947.0
2023-06-21;Puissance moyenne journalière de la production totale (W);4716333544.0
2023-07-03;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4598284810.0
2023-07-03;Puissance moyenne journalière de la production profilée totale (W);424904554.0
2023-07-03;Puissance moyenne journalière de la production autres profilée (W);1267943.0
2023-07-05;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4678618976.0
2023-07-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3549276665.0
2023-07-05;Puissance moyenne journalière de la production profilée totale (W);417980287.0
2023-07-05;Puissance moyenne journalière de la production cogénération profilée (W);20227.0
2023-07-05;Puissance moyenne journalière de la production autres profilée (W);1306492.0
2023-07-13;Puissance moyenne journalière de la production cogénération profilée (W);30367.0
2023-07-16;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);12218188.0
2023-07-16;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);2999419865.0
2023-07-16;Puissance moyenne journalière de la production cogénération profilée (W);31286.0
2023-07-17;Puissance moyenne journalière de la consommation télérelevée HTA (W);12790523724.0
2023-07-17;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);15557586.0
2023-07-17;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10822605414.0
2023-07-17;Puissance moyenne journalière de la production cogénération totale (W);50977696.0
2023-07-27;Puissance moyenne journalière de la consommation télérelevée HTA (W);12749865569.0
2023-07-27;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4651636928.0
2023-07-27;Puissance moyenne journalière de la production télérelevée totale (W);10195753006.0
2023-08-16;Puissance moyenne journalière de la consommation profilée HTA (W);4133133.0
2023-08-16;Puissance moyenne journalière de la production télérelevée totale (W);4674840249.0
2023-08-25;Puissance moyenne journalière de la consommation profilée HTA (W);4087702.0
2023-08-25;Puissance moyenne journalière de la production cogénération totale (W);76739853.0
2023-08-25;Puissance moyenne journalière de la production cogénération profilée (W);28240.0
2023-09-30;Puissance moyenne journalière de la consommation profilée HTA (W);3737288.0
2023-09-30;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10691776021.0
2023-10-01;Puissance moyenne journalière de la consommation totale (W);25879937618.0
2023-10-01;Puissance moyenne journalière de la production profilée totale (W);391888129.0
2023-10-01;Puissance moyenne journalière de la production cogénération profilée (W);29624.0
2023-10-02;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);148446986.0
2023-11-01;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);15149307956.0
2023-11-01;Puissance moyenne journalière de la production cogénération totale (W);883718231.0
2023-11-01;Puissance moyenne journalière de la production autres profilée (W);1415015.0
2023-11-03;Puissance moyenne journalière de la consommation profilée HTA (W);4770505.0
2023-11-03;Puissance moyenne journalière de la production totale (W);11111135757.0
2023-11-12;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);3875055591.0
2023-11-12;Puissance moyenne journalière de la production télérelevée totale (W);9355889842.0
2023-11-19;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);281271813.0
2023-11-19;Puissance moyenne journalière de la production télérelevée totale (W);13977547925.0
2023-11-19;Puissance moyenne journalière de la production profilée totale (W);154188610.0
2023-12-09;Puissance moyenne journalière de la consommation télérelevée HTA (W);9937004177.0
2023-12-09;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);6239514.0
2023-12-09;Puissance moyenne journalière de la production cogénération totale (W);1339302111.0
2023-12-27;Puissance moyenne journalière de la consommation totale (W);41915245208.0
2023-12-27;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4910588441.0
2023-12-30;Puissance moyenne journalière de la consommation totale HTA (W);8417792377.0
2023-12-30;Puissance moyenne journalière de la production cogénération profilée (W);278448.0
2024-01-07;Puissance moyenne journalière de la production télérelevée totale (W);10511017927.0
2024-01-09;Puissance moyenne journalière de la consommation totale HTA (W);14573403620.0
2024-01-09;Puissance moyenne journalière de la production autres totale (W);1506417919.0
2024-01-09;Puissance moyenne journalière de la production hydraulique profilée (W);1649526.0
2024-01-19;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);537777215.0
2024-01-19;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);6509565709.0
2024-01-19;Puissance moyenne journalière de la production totale (W);5987029815.0
2024-01-19;Puissance moyenne journalière de la production cogénération totale (W);1618357783.0
2024-01-19;Puissance moyenne journalière de la production autres profilée (W);1403648.0
2024-01-21;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);5224599539.0
2024-01-21;Puissance moyenne journalière de la production cogénération totale (W);1469725467.0
2024-01-22;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);6292487006.0
2024-01-22;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5695720473.0
2024-01-22;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);24380557958.0
2024-01-22;Puissance moyenne journalière de la production autres totale (W);1638147275.0
2024-01-22;Puissance moyenne journalière de la production cogénération profilée (W);306262.0
2024-01-26;Puissance moyenne journalière de la production autres totale (W);1637650608.0
2024-01-26;Puissance moyenne journalière de la production autres profilée (W);1416941.0
2024-02-07;Puissance moyenne journalière de la consommation totale HTA (W);13465650377.0
2024-02-07;Puissance moyenne journalière de la consommation profilée HTA (W);4771588.0
2024-02-07;Puissance moyenne journalière de la production autres profilée (W);1441217.0
2024-02-15;Puissance moyenne journalière de la consommation totale HTA (W);13141764555.0
2024-02-15;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);14256988.0
2024-02-18;Puissance moyenne journalière de la consommation totale HTA (W);8798971626.0
2024-02-18;Puissance moyenne journalière de la production profilée totale (W);162412325.0
2024-02-29;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);5590052599.0
2024-04-07;Puissance moyenne journalière de la production autres totale (W);1566267115.0
2024-04-08;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3724382966.0
2024-04-08;Puissance moyenne journalière de la production profilée totale (W);347463047.0
2024-04-13;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);3686886283.0
2024-04-13;Puissance moyenne journalière de la production totale (W);6601486777.0
2024-04-13;Puissance moyenne journalière de la production télérelevée totale (W);5999067928.0
2024-04-26;Puissance moyenne journalière de la consommation totale (W);37456788194.0
2024-04-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);15848608218.0
2024-04-30;Puissance moyenne journalière de la consommation totale HTA (W);12155899280.0
2024-04-30;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4652133544.0
2024-04-30;Puissance moyenne journalière de la consommation profilée HTA (W);3315954.0
2024-04-30;Puissance moyenne journalière de la production cogénération totale (W);45014886.0
2024-05-02;Puissance moyenne journalière de la production profilée totale (W);283494906.0
2024-05-03;Puissance moyenne journalière de la production autres totale (W);1717256008.0
2024-05-14;Puissance moyenne journalière de la consommation télérelevée HTA (W);12466116553.0
2024-05-14;Puissance moyenne journalière de la production profilée totale (W);250144901.0
2024-05-14;Puissance moyenne journalière de la production autres totale (W);1676122009.0
2024-05-14;Puissance moyenne journalière de la production cogénération profilée (W);39181.0
2024-05-14;Puissance moyenne journalière de la production autres profilée (W);1477849.0
2024-05-21;Puissance moyenne journalière de la consommation télérelevée HTA (W);12048808069.0
2024-05-21;Puissance moyenne journalière de la production hydraulique profilée (W);1959561.0
2024-06-08;Puissance moyenne journalière de la consommation télérelevée HTA (W);9171519798.0
2024-06-08;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2725552.0
2024-06-15;Puissance moyenne journalière de la consommation télérelevée HTA (W);9062590187.0
2024-06-15;Puissance moyenne journalière de la consommation profilée HTA (W);2691991.0
2024-06-15;Puissance moyenne journalière de la production télérelevée totale (W);10971972831.0
2024-07-09;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3190414.0
2024-07-09;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10499541517.0
2024-07-09;Puissance moyenne journalière de la production télérelevée totale (W);7724119741.0
2024-07-11;Puissance moyenne journalière de la production cogénération totale (W);38470041.0
2024-07-13;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10616121196.0
2024-07-13;Puissance moyenne journalière de la production cogénération profilée (W);35353.0
2024-08-04;Puissance moyenne journalière de la consommation totale HTA (W);8537877399.0
2024-08-04;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);3648262052.0
2024-08-04;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);9053895.0
2024-08-04;Puissance moyenne journalière de la production télérelevée totale (W);5646154198.0
2024-08-16;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4260526352.0
2024-08-16;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3473266.0
2024-08-28;Puissance moyenne journalière de la consommation télérelevée HTA (W);13213036304.0
2024-08-28;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);12063477.0
2024-09-03;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4688402096.0
2024-09-03;Puissance moyenne journalière de la production cogénération totale (W);52140643.0
2024-09-03;Puissance moyenne journalière de la production cogénération profilée (W);20353.0
2024-09-06;Puissance moyenne journalière de la production autres totale (W);1253632136.0
2024-09-06;Puissance moyenne journalière de la production autres profilée (W);1362560.0
2024-09-14;Puissance moyenne journalière de la consommation télérelevée HTA (W);9053587196.0
2024-10-02;Puissance moyenne journalière de la consommation totale (W);33658225398.0
2024-10-02;Puissance moyenne journalière de la production profilée totale (W);233971510.0
2024-10-02;Puissance moyenne journalière de la production cogénération profilée (W);31517.0
2024-10-18;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);200557247.0
2024-10-18;Puissance moyenne journalière de la production cogénération profilée (W);45684.0
2024-11-12;Puissance moyenne journalière de la production profilée totale (W);114303953.0
2024-11-28;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);9541166.0
2024-11-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5063449681.0
2024-12-01;Puissance moyenne journalière de la production cogénération totale (W);1088473781.0
2024-12-01;Puissance moyenne journalière de la production autres totale (W);1375693449.0
2024-12-01;Puissance moyenne journalière de la production hydraulique profilée (W);1614003.0
2024-12-07;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);12122236.0
2024-12-07;Puissance moyenne journalière de la production cogénération profilée (W);1155998.0
2024-12-19;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);393615479.0
2024-12-26;Puissance moyenne journalière de la consommation totale HTA (W);9861511074.0
2024-12-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);425209910.0
2024-12-26;Puissance moyenne journalière de la production totale (W);5717072689.0
2024-12-29;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);9051456.0
2024-12-29;Puissance moyenne journalière de la production totale (W);4131860800.0
2024-12-29;Puissance moyenne journalière de la production cogénération totale (W);1062919004.0
2025-01-09;Puissance moyenne journalière de la production télérelevée totale (W);11561396477.0
2025-01-09;Puissance moyenne journalière de la production autres profilée (W);1355479.0
2025-01-18;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);5984216149.0
2025-01-18;Puissance moyenne journalière de la production hydraulique profilée (W);1797275.0
2025-01-19;Puissance moyenne journalière de la consommation totale (W);52210770436.0
2025-01-19;Puissance moyenne journalière de la consommation profilée HTA (W);10036986.0
2025-01-19;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);10949112.0
2025-01-31;Puissance moyenne journalière de la consommation totale (W);50255142690.0
2025-01-31;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);14656639.0
2025-01-31;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);24148545701.0
2025-01-31;Puissance moyenne journalière de la production cogénération profilée (W);1084872.0
2025-02-15;Puissance moyenne journalière de la consommation télérelevée HTA (W);10393051061.0
2025-02-24;Puissance moyenne journalière de la consommation profilée HTA (W);10282268.0
2025-02-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);18570137556.0
2025-02-24;Puissance moyenne journalière de la production totale (W);12367774157.0
2025-02-24;Puissance moyenne journalière de la production télérelevée totale (W);12203887637.0
2025-04-09;Puissance moyenne journalière de la consommation totale HTA (W);12577740562.0
2025-04-13;Puissance moyenne journalière de la consommation totale HTA (W);8298223633.0
2025-04-13;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);3339126840.0
2025-05-11;Puissance moyenne journalière de la consommation totale (W);26312404234.0
2025-05-11;Puissance moyenne journalière de la consommation totale HTA (W);8089452200.0
2025-05-11;Puissance moyenne journalière de la consommation télérelevée HTA (W);8083113234.0
2025-05-11;Puissance moyenne journalière de la production autres totale (W);1516783586.0
2025-05-31;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);168962934.0
2025-05-31;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);6480853.0
2025-05-31;Puissance moyenne journalière de la production télérelevée totale (W);5730144504.0
2025-05-31;Puissance moyenne journalière de la production autres profilée (W);1668691.0
2025-06-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);179564970.0
2025-06-01;Puissance moyenne journalière de la production profilée totale (W);536490734.0
2025-06-13;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);167804595.0
2025-06-13;Puissance moyenne journalière de la production totale (W);8060183628.0
2025-06-13;Puissance moyenne journalière de la production autres totale (W);1300232355.0
2025-06-13;Puissance moyenne journalière de la production hydraulique profilée (W);1010827.0
2025-06-19;Puissance moyenne journalière de la production autres profilée (W);1740074.0
2025-06-25;Puissance moyenne journalière de la consommation totale (W);34975168594.0
2025-06-25;Puissance moyenne journalière de la production cogénération totale (W);43024163.0
2025-06-26;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);5246091303.0
2025-06-26;Puissance moyenne journalière de la consommation profilée HTA (W);8544700.0
2025-06-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10901027987.0
2025-06-26;Puissance moyenne journalière de la production autres totale (W);1157266618.0
2025-06-26;Puissance moyenne journalière de la production hydraulique profilée (W);632481.0
2025-06-30;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);12293667232.0
2025-06-30;Puissance moyenne journalière de la production profilée totale (W);755022960.0
2025-07-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11368274956.0
2025-08-19;Puissance moyenne journalière de la consommation totale (W);30725507730.0
2025-08-19;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4540246005.0
2025-08-19;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);10013507.0
2025-08-19;Puissance moyenne journalière de la production profilée totale (W);318820545.0
2025-08-19;Puissance moyenne journalière de la production cogénération profilée (W);21376.0
2025-08-20;Puissance moyenne journalière de la consommation télérelevée HTA (W);11514442251.0
2025-08-20;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);8891705.0
2025-08-20;Puissance moyenne journalière de la production totale (W);6156131403.0
2025-08-20;Puissance moyenne journalière de la production télérelevée totale (W);5851705485.0
2025-08-20;Puissance moyenne journalière de la production profilée totale (W);304425918.0
2025-08-24;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);3361942189.0
2025-08-24;Puissance moyenne journalière de la production télérelevée totale (W);6519417498.0
2025-09-01;Puissance moyenne journalière de la consommation totale (W);30212109835.0
2025-09-01;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4335322016.0
2025-09-01;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);169607698.0
2025-09-01;Puissance moyenne journalière de la production cogénération totale (W);22806396.0
2025-09-01;Puissance moyenne journalière de la production cogénération profilée (W);20598.0
2025-09-03;Puissance moyenne journalière de la consommation profilée HTA (W);8705838.0
2025-09-07;Puissance moyenne journalière de la production profilée totale (W);577823249.0
2025-09-08;Puissance moyenne journalière de la production autres totale (W);1045777791.0
2020-09-22;Puissance moyenne journalière de la consommation totale HTA (W);13703864058.0
2020-09-22;Puissance moyenne journalière de la production télérelevée totale (W);2131356598.0
2020-09-26;Puissance moyenne journalière de la consommation télérelevée HTA (W);8529773824.0
2020-09-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);41801726.0
2020-09-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3655055112.0
2020-09-26;Puissance moyenne journalière de la production télérelevée totale (W);10370760188.0
2020-09-27;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);15594470569.0
2020-09-27;Puissance moyenne journalière de la production cogénération totale (W);1032818.0
2020-09-27;Puissance moyenne journalière de la production cogénération profilée (W);12790.0
2020-10-18;Puissance moyenne journalière de la consommation profilée HTA (W);759772667.0
2020-10-18;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3710183644.0
2020-10-18;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4087485511.0
2020-10-18;Puissance moyenne journalière de la production hydraulique profilée (W);8191764.0
2020-10-20;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);554566.0
2020-11-13;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4379874329.0
2020-11-15;Puissance moyenne journalière de la production totale (W);13889007626.0
2020-11-29;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4083839583.0
2020-11-29;Puissance moyenne journalière de la production autres totale (W);1130314760.0
2021-01-01;Puissance moyenne journalière de la production télérelevée totale (W);4194938734.0
2021-01-04;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2784425333.0
2021-01-04;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1064286.0
2021-01-04;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);150991881.0
2021-01-05;Puissance moyenne journalière de la consommation profilée HTA (W);380796470.0
2021-01-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);6855247042.0
2021-01-05;Puissance moyenne journalière de la production cogénération totale (W);1788554874.0
2021-01-27;Puissance moyenne journalière de la consommation totale (W);55277021863.0
2021-01-27;Puissance moyenne journalière de la production cogénération totale (W);1757325256.0
2021-02-07;Puissance moyenne journalière de la production hydraulique profilée (W);5910694.0
2021-02-18;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3434613099.0
2021-02-18;Puissance moyenne journalière de la production télérelevée totale (W);11425569001.0
2021-02-18;Puissance moyenne journalière de la production cogénération profilée (W);221073.0
2021-03-21;Puissance moyenne journalière de la production cogénération profilée (W);278570.0
2021-03-26;Puissance moyenne journalière de la consommation profilée HTA (W);293083767.0
2021-03-26;Puissance moyenne journalière de la production profilée totale (W);467902599.0
2021-03-30;Puissance moyenne journalière de la production autres totale (W);1458848484.0
2021-04-03;Puissance moyenne journalière de la consommation totale (W);34129493161.0
2021-04-03;Puissance moyenne journalière de la consommation télérelevée HTA (W);9230110417.0
2021-04-04;Puissance moyenne journalière de la consommation profilée HTA (W);249952237.0
2021-04-04;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2122137052.0
2021-04-14;Puissance moyenne journalière de la consommation totale (W);44364829983.0
2021-04-14;Puissance moyenne journalière de la consommation totale HTA (W);13435044389.0
2021-04-14;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1551921.0
2021-04-14;Puissance moyenne journalière de la production cogénération totale (W);45990139.0
2021-04-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3881888674.0
2021-04-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);14923907033.0
2021-04-23;Puissance moyenne journalière de la production profilée totale (W);852979318.0
2021-04-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1317046.0
2021-04-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);76158965.0
2021-05-02;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);17957215384.0
2021-05-02;Puissance moyenne journalière de la production télérelevée totale (W);4102346113.0
2021-05-02;Puissance moyenne journalière de la production autres totale (W);1418484865.0
2021-05-07;Puissance moyenne journalière de la consommation profilée HTA (W);288841682.0
2021-05-07;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2797440662.0
2021-05-10;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);67590661.0
2021-05-10;Puissance moyenne journalière de la production autres totale (W);1591287703.0
2021-05-16;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2042399084.0
2021-05-16;Puissance moyenne journalière de la production autres totale (W);1709855003.0
2021-05-16;Puissance moyenne journalière de la production hydraulique profilée (W);6296809.0
2021-05-16;Puissance moyenne journalière de la production autres profilée (W);2115370.0
2021-05-18;Puissance moyenne journalière de la production profilée totale (W);544912607.0
2021-05-28;Puissance moyenne journalière de la consommation profilée HTA (W);262142741.0
2021-06-03;Puissance moyenne journalière de la consommation totale (W);32806230682.0
2021-06-03;Puissance moyenne journalière de la consommation télérelevée HTA (W);13265014330.0
2021-06-20;Puissance moyenne journalière de la production profilée totale (W);497890730.0
2021-06-20;Puissance moyenne journalière de la production hydraulique profilée (W);6093942.0
2021-06-21;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2035512725.0
2021-06-21;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11074016809.0
2021-06-21;Puissance moyenne journalière de la production télérelevée totale (W);4612344361.0
2021-07-02;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2014276040.0
2021-07-02;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1952449.0
2021-07-02;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11010722473.0
2021-07-02;Puissance moyenne journalière de la production hydraulique profilée (W);6346405.0
2021-08-06;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1821095250.0
2021-08-06;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3556671582.0
2021-08-06;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10845033383.0
2021-08-06;Puissance moyenne journalière de la production totale (W);8936456339.0
2021-08-12;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);63400201.0
2021-08-12;Puissance moyenne journalière de la consommation profilée HTA (W);296506254.0
2021-08-23;Puissance moyenne journalière de la production totale (W);6173773351.0
2021-08-26;Puissance moyenne journalière de la production cogénération totale (W);13621590.0
2021-08-28;Puissance moyenne journalière de la consommation totale (W);28418161815.0
